shots,points,EVprimarypoints,plusminus,SH_A1,pim,team_name,name,SH_A2,EV_G,hits,position_str,SH_G,faceoff_attempts,person_id,5v5_A2,EV_A2,EV_A1,PP_G,assists,jersey_number,GAME_ID,faceoff_wins,PP_A1,H_A,PP_A2,player_id,5v5_A1,goals,5v5primarypoints,game_number,5v5_G,birthdate_year,primarypoints
0,1,0.0,0,0.0,0,Cranbrook Bucks,Cooper Boulanger,0.0,0.0,0,C,0.0,0,9819,0,1.0,0.0,0.0,1,9,11356,0,0.0,A,0.0,7750,0,0,0,3,0,2003,0.0
0,0,0.0,0,0.0,2,Cranbrook Bucks,Noah Quinn,0.0,0.0,0,C,0.0,0,8331,0,0.0,0.0,0.0,0,10,11356,0,0.0,A,0.0,6396,0,0,0,3,0,2003,0.0
0,0,0.0,0,0.0,0,Cranbrook Bucks,Ethan Sundar,0.0,0.0,0,LW,0.0,0,9995,0,0.0,0.0,0.0,0,12,11356,0,0.0,A,0.0,7915,0,0,0,3,0,2003,0.0
0,1,0.0,0,0.0,0,Cranbrook Bucks,Nick Peluso,0.0,0.0,0,RW,0.0,0,10059,0,1.0,0.0,0.0,1,14,11356,0,0.0,A,0.0,7949,0,0,0,3,0,2004,0.0
0,2,2.0,0,0.0,0,Cranbrook Bucks,Kellan Hjartarson,0.0,1.0,0,LW,0.0,0,8858,0,0.0,1.0,0.0,1,16,11356,0,0.0,A,0.0,6846,0,1,0,3,0,2003,0.0
0,0,0.0,0,0.0,0,Cranbrook Bucks,Cameron Kungle,0.0,0.0,0,LD,0.0,0,8621,0,0.0,0.0,0.0,0,17,11356,0,0.0,A,0.0,6627,0,0,0,3,0,2002,0.0
0,1,1.0,0,0.0,0,Cranbrook Bucks,Luke Pfoh,0.0,1.0,0,LW,0.0,0,8954,0,0.0,0.0,0.0,0,20,11356,0,0.0,A,0.0,6940,0,1,0,3,0,2005,0.0
0,0,0.0,0,0.0,0,Cranbrook Bucks,Julian Frias,0.0,0.0,0,RW,0.0,0,9816,0,0.0,0.0,0.0,0,21,11356,0,0.0,A,0.0,7747,0,0,0,3,0,2004,0.0
0,0,0.0,0,0.0,0,Cranbrook Bucks,Matthew Duarte,0.0,0.0,0,LW,0.0,0,9814,0,0.0,0.0,0.0,0,24,11356,0,0.0,A,0.0,7745,0,0,0,3,0,2002,0.0
0,0,0.0,0,0.0,4,Cranbrook Bucks,Jaden Fodchuk,0.0,0.0,0,C,0.0,0,8854,0,0.0,0.0,0.0,0,25,11356,0,0.0,A,0.0,6843,0,0,0,3,0,2003,0.0
